gender,C_api,C_man,E_NEds,E_Bpag,firstDay,lastDay,NEds,NDays,NActDays,NPages,NPcreated,pagesWomen,wikiprojWomen,ns_user,ns_wikipedia,ns_talk,ns_userTalk,ns_content,weightIJ,NIJ
0,0,2,3,1,2010-07-19 21:51:17,2017-10-01 22:32:23,1751.875,2632,349.0,505.875,33.5,0,0,11.0,1.0,47.5,53.5,1317.875,0.661673179614133,477
1,0,0,3,1,2006-01-15 20:35:31,2014-08-23 04:58:34,1099.0,3143,252.0,144.0,33.5,0,0,38.0,20.0,4.0,53.5,929.0,0.661673179614133,477
1,1,0,2,3,2004-12-03 19:55:46,2012-01-08 12:01:59,442.0,2593,87.0,81.0,33.5,0,0,41.0,6.0,10.0,9.0,375.0,0.831953524648453,917
1,1,0,3,3,2009-11-26 14:30:22,2017-09-27 20:50:08,1751.875,2863,349.0,505.875,33.5,0,0,109.0,20.0,31.0,53.5,1317.875,1.48165413798567,1596
0,0,2,3,2,2009-07-18 20:38:28,2012-05-19 23:44:42,1225.0,1037,143.0,103.0,4.0,0,0,53.0,1.0,17.0,18.0,1060.0,1.00522694513289,817
0,0,2,3,0,2009-12-22 00:18:17,2016-10-11 16:47:36,1751.875,2486,349.0,505.875,33.5,0,0,4.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
0,0,2,1,0,2007-02-28 15:02:49,2015-05-16 21:45:08,158.0,3000,59.0,95.0,1.0,0,0,1.0,4.0,6.0,1.0,146.0,1.29126262950745,974
1,1,0,0,0,2010-01-03 01:59:05,2014-03-17 00:48:16,93.0,1535,17.0,5.0,2.0,0,0,2.0,0.0,0.0,1.0,90.0,1.86500803160946,1277
1,0,0,2,3,2008-11-13 04:05:41,2017-09-30 23:57:35,650.0,3244,186.0,120.0,9.0,0,0,30.0,4.0,34.0,47.0,526.0,0.831953524648453,917
1,1,0,3,2,2007-12-11 12:56:02,2017-09-25 16:14:44,1751.875,3577,349.0,505.875,33.5,0,0,97.0,14.0,3.0,53.5,1317.875,1.00522694513289,817
1,0,0,1,1,2015-07-07 05:08:34,2017-07-05 02:42:44,149.0,730,63.0,71.0,0.0,0,0,19.0,2.0,0.0,22.0,103.0,0.997535302103113,994
1,1,0,2,3,2010-01-31 20:56:17,2017-01-07 15:05:27,395.0,2534,121.0,77.0,1.0,0,0,75.0,0.0,33.0,13.0,260.0,0.831953524648453,917
1,1,2,0,0,2008-08-29 18:20:08,2016-09-17 20:04:32,73.0,2942,26.0,26.0,1.0,0,0,7.0,0.0,2.0,0.0,47.0,1.86500803160946,1277
1,1,0,3,2,2009-11-11 13:01:31,2017-09-30 21:35:14,1751.875,2881,349.0,505.875,33.5,0,0,11.0,5.0,47.5,22.0,1317.875,1.00522694513289,817
1,1,2,2,3,2010-04-11 19:43:12,2014-02-01 04:49:39,478.0,1393,33.0,64.0,10.0,0,0,74.0,8.0,32.0,24.0,315.0,0.831953524648453,917
1,1,0,2,1,2014-04-08 09:14:31,2017-10-01 20:34:07,452.0,1273,161.0,229.0,0.0,0,0,28.0,1.0,1.0,11.0,407.0,0.982449108801872,752
1,1,2,2,2,2013-01-12 21:14:24,2017-03-01 17:42:05,363.0,1510,37.0,25.0,16.0,0,0,109.0,0.0,0.0,0.0,111.0,0.915024129447388,978
0,0,2,1,1,2016-07-20 03:42:44,2017-09-25 03:32:03,96.0,433,38.0,42.0,0.0,0,0,3.0,1.0,0.0,0.0,75.0,0.997535302103113,994
1,1,0,2,2,2012-04-09 14:21:57,2017-08-24 15:54:58,805.0,1964,192.0,478.0,9.0,0,0,53.0,20.0,15.0,53.5,323.0,0.915024129447388,978
0,0,2,0,1,2006-04-24 13:34:03,2017-02-26 18:51:17,78.0,3962,39.0,39.0,1.0,0,0,10.0,3.0,0.0,1.0,64.0,1.05714931610548,1074
0,0,2,3,2,2010-01-16 23:53:14,2015-07-21 05:03:16,940.0,2013,192.0,197.0,1.0,0,0,9.0,20.0,38.0,53.5,805.0,1.00522694513289,817
0,0,2,1,0,2014-08-08 15:15:05,2017-06-14 06:50:14,163.0,1042,40.0,34.0,2.0,0,0,1.0,0.0,0.0,0.0,162.0,1.29126262950745,974
0,0,2,1,3,2006-08-14 00:39:58,2017-08-10 11:33:05,148.0,4015,56.0,87.0,6.0,0,0,13.0,1.0,3.0,0.0,131.0,0.594368207936839,493
1,0,0,0,0,2016-12-24 00:26:06,2017-08-10 20:15:51,90.0,230,46.0,28.0,0.0,0,0,1.0,0.0,0.0,3.0,69.0,1.86500803160946,1277
0,0,2,2,3,2010-02-20 00:30:13,2016-02-06 12:21:09,244.0,2178,59.0,95.0,0.0,0,0,33.0,2.0,7.0,35.0,165.0,0.831953524648453,917
1,0,0,0,1,2008-05-23 17:45:57,2017-09-26 23:32:51,83.0,3414,46.0,49.0,2.0,0,0,4.0,1.0,1.0,1.0,74.0,1.05714931610548,1074
1,0,0,0,3,2009-11-21 20:53:33,2016-02-23 02:09:36,72.0,2286,32.0,31.0,0.0,0,0,11.0,0.0,4.0,8.0,44.0,0.411985187306913,297
0,0,2,3,2,2005-03-30 09:21:16,2017-08-03 21:01:19,1751.875,4510,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,0,0,2,2,2011-08-22 19:11:25,2017-10-01 22:36:42,389.0,2233,140.0,30.0,1.0,0,0,1.0,0.0,0.0,26.0,360.0,0.915024129447388,978
0,0,2,3,1,2008-01-20 19:22:17,2017-09-17 00:16:59,1087.0,3529,298.0,383.0,5.0,0,0,4.0,20.0,47.5,53.5,700.0,0.661673179614133,477
0,0,2,1,1,2010-10-19 13:15:57,2015-01-03 00:15:52,96.0,1538,46.0,50.0,3.0,0,0,2.0,0.0,12.0,1.0,79.0,0.997535302103113,994
0,0,2,1,2,2006-11-02 18:54:58,2016-05-22 09:43:26,151.0,3490,62.0,20.0,2.0,0,0,10.0,1.0,0.0,0.0,135.0,1.02771709743701,841
1,0,0,0,3,2017-08-13 19:41:17,2017-09-13 01:26:07,59.0,32,8.0,11.0,0.0,0,0,26.0,4.0,0.0,1.0,28.0,0.411985187306913,297
1,1,2,1,2,2015-12-31 05:04:42,2017-09-28 01:29:10,153.0,638,56.0,95.0,1.0,0,0,7.0,2.0,0.0,0.0,135.0,1.02771709743701,841
1,0,0,1,0,2006-11-13 09:16:28,2017-07-18 10:58:47,105.0,3901,40.0,31.0,4.0,0,0,23.0,11.0,26.0,16.0,27.0,1.29126262950745,974
0,0,2,3,3,2009-09-13 17:53:17,2017-09-28 18:38:17,1751.875,2938,349.0,505.875,8.0,0,0,109.0,20.0,45.0,53.5,1317.875,1.48165413798567,1596
0,0,2,2,2,2006-02-11 09:32:42,2017-02-08 22:16:25,650.0,4016,127.0,406.0,27.0,1,0,16.0,3.0,6.0,4.0,590.0,0.915024129447388,978
1,1,0,2,3,2016-01-09 15:42:38,2017-10-01 17:19:47,843.0,632,157.0,191.0,33.5,0,0,109.0,0.0,4.0,32.0,611.0,0.831953524648453,917
1,0,0,0,3,2015-05-31 15:05:17,2015-11-11 03:11:18,63.0,165,18.0,7.0,2.0,0,0,8.0,0.0,0.0,0.0,54.0,0.411985187306913,297
1,0,0,2,3,2012-11-07 20:21:48,2013-10-08 13:10:39,259.0,336,109.0,131.0,3.0,0,0,29.0,5.0,1.0,5.0,204.0,0.831953524648453,917
1,1,2,0,3,2009-02-09 07:49:28,2017-06-18 04:46:49,64.0,3052,50.0,52.0,0.0,0,0,8.0,7.0,0.0,2.0,45.0,0.411985187306913,297
1,1,2,1,0,2011-07-11 16:16:47,2016-05-25 08:56:46,151.0,1781,14.0,24.0,1.0,0,0,15.0,2.0,0.0,3.0,125.0,1.29126262950745,974
0,0,2,0,0,2012-12-30 14:38:12,2014-03-05 08:57:28,58.0,431,25.0,51.0,1.0,0,0,1.0,0.0,0.0,1.0,56.0,1.86500803160946,1277
0,0,2,0,1,2010-07-11 07:14:14,2015-12-28 16:50:20,56.0,1997,18.0,19.0,3.0,0,0,9.0,0.0,0.0,0.0,31.0,1.05714931610548,1074
0,0,2,1,0,2013-08-19 19:00:41,2015-01-14 00:15:37,99.0,514,18.0,7.0,4.0,0,0,2.0,0.0,0.0,0.0,23.0,1.29126262950745,974
1,0,0,3,3,2006-09-24 22:38:15,2013-01-28 03:05:54,1686.0,2319,326.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1167.0,1.48165413798567,1596
0,0,2,1,1,2006-06-10 18:26:59,2013-02-20 10:15:38,205.0,2448,38.0,123.0,33.5,0,0,5.0,0.0,5.0,3.0,179.0,0.997535302103113,994
0,0,2,2,0,2008-05-24 14:20:14,2013-02-04 19:25:38,369.0,1718,157.0,345.0,0.0,0,0,4.0,0.0,0.0,7.0,326.0,1.20440316450483,647
1,1,2,3,1,2013-08-16 22:12:35,2013-09-09 01:17:20,1060.0,25,25.0,152.0,3.0,0,0,1.0,0.0,12.0,16.0,1021.0,0.661673179614133,477
1,1,2,1,3,2012-07-14 04:27:47,2013-05-25 21:22:36,122.0,316,13.0,21.0,0.0,0,0,77.0,0.0,13.0,2.0,25.0,0.594368207936839,493
1,1,2,1,3,2009-08-19 00:27:24,2012-04-18 03:15:52,154.0,974,14.0,28.0,1.0,0,0,71.0,2.0,0.0,38.0,37.0,0.594368207936839,493
0,0,2,1,2,2010-02-12 08:13:30,2017-04-17 20:00:01,177.0,2622,60.0,91.0,0.0,0,0,14.0,0.0,3.0,14.0,126.0,1.02771709743701,841
0,0,2,2,3,2009-11-11 03:12:59,2017-04-09 02:30:09,616.0,2707,196.0,312.0,22.0,0,0,29.0,0.0,26.0,34.0,449.0,0.831953524648453,917
0,0,2,3,2,2010-02-17 19:55:28,2013-06-23 11:00:31,1751.875,1223,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,0,0,2,3,2005-07-20 09:04:45,2013-11-05 00:49:40,341.0,3031,60.0,145.0,9.0,0,0,57.0,20.0,13.0,53.5,143.0,0.831953524648453,917
0,0,2,2,2,2007-06-07 17:56:16,2013-04-11 00:39:14,261.0,2136,88.0,249.0,1.0,0,0,2.0,0.0,1.0,3.0,247.0,0.915024129447388,978
1,1,2,1,1,2009-10-08 18:09:17,2016-04-28 23:47:34,95.0,2395,23.0,5.0,2.0,0,0,2.0,0.0,0.0,0.0,92.0,0.997535302103113,994
1,0,0,2,3,2005-08-15 19:12:50,2015-04-11 04:06:54,619.0,3527,185.0,354.0,12.0,0,0,19.0,20.0,10.0,6.0,525.0,0.831953524648453,917
2,0,1,3,2,2009-03-25 13:07:40,2017-09-28 14:50:16,989.0,3110,236.0,505.875,33.5,0,0,109.0,20.0,47.5,35.0,717.0,1.00522694513289,817
1,0,0,3,3,2006-03-29 11:34:26,2015-05-21 19:28:14,869.0,3341,283.0,505.875,33.5,0,0,48.0,1.0,5.0,39.0,747.0,1.48165413798567,1596
0,0,2,2,3,2017-05-03 14:27:02,2017-09-25 02:51:31,244.0,146,35.0,184.0,3.0,0,0,20.0,0.0,0.0,0.0,165.0,0.831953524648453,917
1,1,0,2,2,2009-04-13 17:47:07,2013-05-16 18:23:38,300.0,1495,77.0,89.0,33.0,0,0,37.0,3.0,0.0,12.0,172.0,0.915024129447388,978
0,0,2,2,1,2009-09-29 12:13:15,2017-03-06 10:26:02,461.0,2716,139.0,207.0,1.0,0,0,7.0,20.0,36.0,9.0,385.0,0.982449108801872,752
1,0,0,1,3,2007-06-22 18:20:30,2013-12-27 09:57:34,107.0,2381,33.0,11.0,1.0,0,0,81.0,0.0,3.0,4.0,19.0,0.594368207936839,493
2,2,1,1,3,2010-10-06 22:17:48,2016-10-16 17:07:43,198.0,2203,94.0,46.0,10.0,0,0,28.0,0.0,2.0,8.0,157.0,0.594368207936839,493
1,0,0,3,2,2013-12-22 02:13:29,2017-10-02 01:09:02,1751.875,1381,349.0,505.875,19.0,0,0,11.0,1.0,13.0,33.0,1317.875,1.00522694513289,817
0,0,2,1,2,2011-03-24 16:04:03,2014-02-21 17:33:07,180.0,1066,44.0,62.0,0.0,0,0,18.0,0.0,12.0,1.0,136.0,1.02771709743701,841
0,0,2,2,3,2012-07-28 21:11:53,2017-06-12 15:04:24,821.0,1781,296.0,373.0,9.0,0,0,100.0,20.0,17.0,53.5,560.0,0.831953524648453,917
1,0,0,2,3,2015-05-15 22:50:56,2017-08-02 06:28:53,289.0,811,100.0,67.0,17.0,0,0,38.0,0.0,0.0,2.0,196.0,0.831953524648453,917
1,0,0,2,2,2006-12-03 19:35:14,2013-01-02 04:21:06,642.0,2223,123.0,134.0,11.0,0,0,29.0,20.0,43.0,15.0,471.0,0.915024129447388,978
0,0,2,1,0,2006-09-06 11:21:42,2017-03-24 00:18:40,132.0,3853,78.0,88.0,1.0,0,0,1.0,0.0,10.0,11.0,107.0,1.29126262950745,974
1,0,0,2,3,2005-02-14 13:01:54,2017-09-16 13:51:49,642.0,4598,315.0,382.0,33.5,0,0,34.0,0.0,1.0,46.0,555.0,0.831953524648453,917
0,0,2,1,1,2013-06-02 19:38:38,2017-07-10 17:27:53,136.0,1500,49.0,14.0,0.0,0,0,4.0,0.0,4.0,0.0,123.0,0.997535302103113,994
0,0,2,2,1,2007-08-14 18:36:31,2015-04-05 00:31:01,709.0,2792,167.0,317.0,16.0,0,0,7.0,4.0,47.5,36.0,571.0,0.982449108801872,752
2,2,1,1,3,2013-01-23 16:39:19,2014-08-26 11:02:07,175.0,581,44.0,46.0,18.0,0,0,56.0,0.0,0.0,1.0,109.0,0.594368207936839,493
0,0,2,0,1,2009-06-29 10:57:37,2016-03-14 17:13:26,72.0,2451,9.0,5.0,1.0,0,0,3.0,4.0,0.0,1.0,63.0,1.05714931610548,1074
1,0,0,2,3,2006-06-27 08:12:28,2017-06-29 23:56:32,622.0,4021,232.0,290.0,27.0,0,0,15.0,6.0,47.5,15.0,530.0,0.831953524648453,917
0,0,2,3,0,2006-11-07 00:51:45,2017-01-11 17:37:47,1751.875,3719,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
0,0,2,2,3,2007-04-19 18:43:17,2017-08-26 16:27:23,833.0,3783,175.0,189.0,10.0,0,0,98.0,0.0,45.0,53.5,547.0,0.831953524648453,917
1,1,2,3,1,2006-10-17 13:55:48,2017-01-19 22:06:08,1082.0,3748,246.0,321.0,2.0,0,0,61.0,1.0,41.0,29.0,932.0,0.661673179614133,477
1,1,0,1,3,2014-01-26 14:07:43,2016-04-03 23:13:08,154.0,799,40.0,49.0,6.0,0,0,37.0,1.0,4.0,0.0,68.0,0.594368207936839,493
1,1,0,0,3,2007-04-20 15:25:19,2016-06-07 14:07:03,65.0,3337,29.0,31.0,5.0,0,0,10.0,0.0,6.0,4.0,45.0,0.411985187306913,297
0,0,2,0,2,2017-05-08 14:59:16,2017-08-27 09:51:34,54.0,112,16.0,10.0,1.0,0,0,28.0,0.0,0.0,0.0,24.0,0.800528377424059,664
0,0,2,1,3,2012-03-16 17:32:53,2015-12-23 15:39:12,123.0,1378,25.0,46.0,1.0,0,0,2.0,0.0,0.0,2.0,51.0,0.594368207936839,493
0,0,2,1,0,2007-04-24 15:08:11,2014-10-27 22:29:32,154.0,2744,25.0,48.0,10.0,0,1,29.0,0.0,5.0,0.0,113.0,1.29126262950745,974
1,1,2,1,0,2011-06-07 14:58:19,2017-09-30 11:01:26,107.0,2308,37.0,25.0,6.0,0,0,1.0,10.0,14.0,10.0,72.0,1.29126262950745,974
0,0,2,0,2,2007-06-24 16:37:33,2014-03-12 10:02:23,68.0,2454,12.0,11.0,2.0,0,0,7.0,0.0,0.0,3.0,58.0,0.800528377424059,664
1,1,0,1,2,2005-07-17 22:38:46,2016-01-13 21:47:48,167.0,3833,45.0,60.0,8.0,0,0,11.0,7.0,0.0,5.0,143.0,1.02771709743701,841
1,0,0,1,0,2007-02-18 03:08:40,2017-04-21 07:48:15,107.0,3716,34.0,34.0,6.0,0,0,3.0,0.0,0.0,0.0,101.0,1.29126262950745,974
0,0,2,2,1,2013-09-23 17:08:25,2015-12-23 06:10:13,300.0,822,74.0,95.0,15.0,0,0,1.0,0.0,0.0,7.0,273.0,0.982449108801872,752
1,0,0,0,2,2013-12-18 01:06:38,2016-05-14 04:16:01,86.0,879,20.0,35.0,3.0,0,0,5.0,0.0,0.0,0.0,81.0,0.800528377424059,664
0,0,2,3,2,2007-09-24 00:22:30,2013-01-11 16:11:50,970.0,1937,118.0,164.0,9.0,0,0,18.0,17.0,9.0,25.0,521.0,1.00522694513289,817
1,1,2,2,1,2016-07-02 17:11:08,2017-09-03 13:49:07,250.0,429,52.0,38.0,4.0,0,0,11.0,0.0,0.0,3.0,233.0,0.982449108801872,752
1,1,0,2,3,2012-01-18 00:08:40,2013-02-16 00:06:35,769.0,396,175.0,206.0,24.0,0,0,23.0,8.0,34.0,16.0,601.0,0.831953524648453,917
1,0,0,1,0,2008-02-26 00:13:00,2016-03-11 00:40:34,119.0,2937,33.0,55.0,1.0,0,0,2.0,0.0,13.0,2.0,97.0,1.29126262950745,974
0,0,2,1,0,2007-09-08 13:39:23,2014-08-04 19:49:47,204.0,2523,67.0,32.0,2.0,0,0,2.0,2.0,8.0,1.0,183.0,1.29126262950745,974
0,0,2,2,3,2006-05-16 15:37:47,2014-09-08 03:31:39,463.0,3038,51.0,62.0,3.0,0,0,40.0,6.0,47.5,48.0,312.0,0.831953524648453,917
1,0,0,3,1,2009-01-12 18:51:14,2014-06-18 17:49:10,1751.875,1984,349.0,17.0,0.0,0,0,3.0,3.0,0.0,2.0,1317.875,0.661673179614133,477
1,1,0,1,2,2012-06-07 13:37:29,2016-07-22 11:30:42,95.0,1507,14.0,16.0,0.0,0,0,15.0,0.0,16.0,0.0,63.0,1.02771709743701,841
0,0,2,3,3,2007-06-16 01:31:45,2017-09-19 16:32:13,1751.875,3749,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
1,1,2,2,2,2014-09-28 10:38:26,2017-06-12 21:59:57,366.0,989,97.0,98.0,2.0,0,0,109.0,5.0,0.0,5.0,228.0,0.915024129447388,978
1,1,2,0,0,2014-12-12 15:07:44,2015-01-10 20:41:53,65.0,30,9.0,14.0,0.0,0,0,12.0,0.0,3.0,12.0,38.0,1.86500803160946,1277
0,0,2,1,0,2014-02-13 05:14:42,2014-02-16 19:29:19,94.0,4,3.0,6.0,0.0,0,0,1.0,20.0,0.0,12.0,3.0,1.29126262950745,974
0,0,2,1,0,2011-12-02 17:19:07,2014-05-10 01:57:45,119.0,891,34.0,44.0,5.0,0,0,1.0,0.0,0.0,2.0,98.0,1.29126262950745,974
2,2,2,1,1,2013-08-23 14:35:24,2014-11-11 13:03:50,173.0,446,29.0,26.0,3.0,0,0,8.0,0.0,0.0,3.0,138.0,0.997535302103113,994
1,1,2,3,2,2006-06-09 00:02:42,2013-01-01 01:55:44,1751.875,2399,349.0,205.0,13.0,0,0,5.0,1.0,10.0,53.5,1317.875,1.00522694513289,817
1,1,0,1,3,2010-10-25 14:10:12,2012-02-25 13:37:55,199.0,489,34.0,66.0,1.0,0,0,86.0,1.0,1.0,47.0,55.0,0.594368207936839,493
0,0,2,1,0,2012-01-04 14:54:18,2012-01-30 19:04:24,167.0,27,10.0,55.0,0.0,0,0,2.0,0.0,0.0,1.0,164.0,1.29126262950745,974
1,1,0,1,3,2010-12-17 21:26:54,2012-11-26 11:52:03,112.0,711,37.0,22.0,0.0,0,0,10.0,0.0,36.0,4.0,60.0,0.594368207936839,493
1,1,2,1,0,2012-09-28 18:52:09,2017-09-09 16:05:41,160.0,1808,54.0,138.0,0.0,0,0,3.0,3.0,29.0,7.0,115.0,1.29126262950745,974
0,0,2,1,1,2015-03-07 21:26:57,2017-08-04 21:22:25,124.0,882,22.0,27.0,7.0,0,0,16.0,6.0,0.0,0.0,102.0,0.997535302103113,994
0,0,2,2,3,2017-04-16 17:24:11,2017-07-08 02:46:45,473.0,84,39.0,59.0,5.0,0,0,38.0,2.0,1.0,11.0,298.0,0.831953524648453,917
1,1,2,1,3,2006-03-08 16:41:16,2012-08-19 10:13:54,127.0,2357,30.0,20.0,5.0,0,0,12.0,4.0,0.0,0.0,109.0,0.594368207936839,493
1,1,2,3,3,2013-01-19 04:13:03,2013-04-29 06:16:12,1219.0,101,76.0,505.875,3.0,0,0,31.0,5.0,17.0,35.0,1075.0,1.48165413798567,1596
1,1,0,3,3,2005-10-21 10:54:18,2017-09-22 15:58:33,1751.875,4355,349.0,505.875,33.5,0,0,62.0,6.0,17.0,16.0,1317.875,1.48165413798567,1596
0,0,2,1,0,2017-01-12 14:28:56,2017-05-14 02:43:03,173.0,123,26.0,164.0,0.0,0,0,2.0,0.0,0.0,1.0,170.0,1.29126262950745,974
2,0,1,3,3,2007-06-06 09:52:46,2014-01-06 00:03:26,1363.0,2407,80.0,505.875,11.0,0,0,109.0,20.0,38.0,53.5,669.0,1.48165413798567,1596
0,0,2,1,0,2011-09-12 22:43:07,2017-06-26 21:09:23,96.0,2115,49.0,50.0,1.0,0,0,5.0,0.0,0.0,0.0,84.0,1.29126262950745,974
2,2,1,2,3,2010-11-21 19:52:30,2017-09-26 20:06:44,318.0,2502,76.0,82.0,14.0,0,0,39.0,2.0,1.0,11.0,258.0,0.831953524648453,917
2,0,1,0,1,2014-10-02 08:27:19,2015-04-17 10:08:42,75.0,198,8.0,5.0,0.0,0,0,3.0,0.0,5.0,0.0,67.0,1.05714931610548,1074
1,1,0,1,2,2007-09-22 10:30:06,2017-09-14 14:55:55,101.0,3646,20.0,37.0,15.0,0,0,11.0,0.0,1.0,0.0,63.0,1.02771709743701,841
0,0,2,0,1,2015-02-05 00:40:22,2015-05-08 14:31:09,63.0,93,7.0,23.0,10.0,0,0,41.0,0.0,1.0,0.0,21.0,1.05714931610548,1074
0,0,2,3,0,2006-05-10 19:43:43,2017-10-01 21:48:39,1751.875,4163,349.0,505.875,7.0,1,0,25.0,20.0,47.5,53.5,1317.875,0.865617488080534,412
0,0,2,1,2,2008-06-15 22:23:37,2017-09-05 22:49:48,133.0,3370,31.0,30.0,3.0,0,0,7.0,1.0,0.0,0.0,124.0,1.02771709743701,841
1,0,0,1,1,2013-12-10 12:22:55,2017-09-25 18:36:45,116.0,1386,41.0,41.0,2.0,0,0,10.0,18.0,1.0,1.0,83.0,0.997535302103113,994
0,0,2,3,3,2007-02-11 16:33:56,2017-09-17 21:25:55,1751.875,3872,349.0,505.875,33.5,1,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
2,2,2,1,2,2015-01-23 14:30:25,2015-09-22 00:56:40,178.0,243,16.0,20.0,4.0,0,0,109.0,0.0,0.0,0.0,28.0,1.02771709743701,841
1,0,0,1,0,2007-02-01 23:09:09,2012-08-21 19:00:25,96.0,2029,73.0,87.0,0.0,0,0,3.0,0.0,0.0,0.0,82.0,1.29126262950745,974
1,1,0,3,3,2012-11-14 17:51:42,2017-10-01 20:30:19,1751.875,1783,349.0,505.875,33.5,0,0,109.0,20.0,47.5,53.5,1317.875,1.48165413798567,1596
0,0,2,2,2,2011-12-07 16:26:53,2017-10-01 06:26:36,511.0,2126,107.0,265.0,10.0,0,0,22.0,6.0,36.0,16.0,421.0,0.915024129447388,978
0,0,2,2,0,2011-11-19 00:03:45,2017-09-14 04:59:14,565.0,2127,110.0,411.0,1.0,0,0,2.0,0.0,0.0,1.0,459.0,1.20440316450483,647
1,1,2,1,1,2004-11-27 21:02:31,2017-02-26 22:15:43,99.0,4475,22.0,25.0,6.0,0,0,9.0,2.0,0.0,0.0,88.0,0.997535302103113,994
1,1,2,2,2,2007-05-30 04:49:15,2016-06-15 15:17:26,332.0,3305,52.0,244.0,4.0,0,0,31.0,3.0,5.0,1.0,291.0,0.915024129447388,978
1,1,0,2,3,2010-10-02 12:32:17,2017-09-16 05:54:54,460.0,2542,127.0,111.0,18.0,0,0,109.0,0.0,0.0,2.0,167.0,0.831953524648453,917
0,0,2,0,1,2005-12-30 22:34:53,2017-09-29 15:39:08,70.0,4292,39.0,53.0,1.0,0,0,4.0,0.0,6.0,4.0,56.0,1.05714931610548,1074
1,1,0,3,3,2008-11-19 22:54:46,2013-09-30 22:56:51,891.0,1777,259.0,276.0,33.5,0,0,63.0,9.0,29.0,53.5,704.0,1.48165413798567,1596
0,0,2,1,3,2007-12-09 22:07:57,2014-07-02 18:55:53,133.0,2398,34.0,30.0,1.0,0,0,41.0,0.0,15.0,8.0,66.0,0.594368207936839,493
1,0,0,2,3,2006-07-13 21:58:37,2017-05-15 19:59:20,836.0,3960,203.0,178.0,32.0,0,0,66.0,20.0,14.0,53.5,617.0,0.831953524648453,917
1,1,0,2,3,2009-10-08 22:03:19,2013-08-05 10:14:27,511.0,1398,123.0,125.0,33.5,0,0,11.0,0.0,1.0,0.0,488.0,0.831953524648453,917
0,0,2,1,0,2011-12-15 13:32:01,2016-01-24 19:52:06,97.0,1502,18.0,44.0,8.0,0,0,2.0,1.0,1.0,3.0,86.0,1.29126262950745,974
0,0,2,0,0,2010-11-08 19:13:56,2017-05-05 20:27:08,71.0,2371,13.0,60.0,0.0,0,0,2.0,0.0,0.0,7.0,54.0,1.86500803160946,1277
2,0,1,2,1,2015-08-26 19:37:33,2015-11-15 03:03:48,391.0,82,43.0,16.0,11.0,0,0,109.0,0.0,0.0,0.0,16.0,0.982449108801872,752
0,0,2,2,0,2006-06-15 00:39:03,2016-11-22 17:44:35,231.0,3814,29.0,53.0,9.0,0,0,2.0,4.0,18.0,4.0,203.0,1.20440316450483,647
1,1,0,2,1,2015-01-24 15:53:39,2017-04-04 23:44:10,281.0,802,37.0,35.0,7.0,0,0,109.0,0.0,7.0,0.0,59.0,0.982449108801872,752
0,0,2,1,1,2007-03-01 21:54:12,2014-06-08 12:03:35,209.0,2657,55.0,110.0,9.0,0,0,12.0,2.0,1.0,2.0,172.0,0.997535302103113,994
1,1,0,0,2,2014-08-05 15:44:56,2015-06-01 12:08:38,60.0,301,16.0,22.0,19.0,0,0,14.0,1.0,0.0,5.0,40.0,0.800528377424059,664
1,1,0,2,1,2009-11-03 22:09:12,2017-05-06 21:26:54,323.0,2742,159.0,89.0,1.0,0,0,16.0,0.0,17.0,11.0,169.0,0.982449108801872,752
0,0,2,1,2,2007-02-28 02:22:00,2017-03-23 20:23:33,195.0,3677,53.0,22.0,0.0,0,0,44.0,0.0,7.0,2.0,142.0,1.02771709743701,841
1,0,0,3,2,2010-01-25 04:16:19,2017-09-29 03:26:06,1751.875,2805,349.0,505.875,33.5,0,0,40.0,20.0,47.5,53.5,1317.875,1.00522694513289,817
1,0,0,1,3,2005-08-13 12:39:53,2015-08-28 07:59:16,94.0,3668,26.0,37.0,3.0,0,0,6.0,12.0,8.0,7.0,56.0,0.594368207936839,493
1,0,0,2,2,2006-03-30 00:33:17,2017-09-21 11:15:54,786.0,4194,187.0,469.0,1.0,0,0,45.0,20.0,41.0,36.0,619.0,0.915024129447388,978
1,1,0,1,1,2012-05-27 18:46:46,2012-09-12 14:00:07,134.0,109,18.0,3.0,0.0,0,0,1.0,0.0,7.0,0.0,126.0,0.997535302103113,994
1,0,0,0,2,2011-08-15 01:43:58,2015-08-16 18:23:51,69.0,1463,25.0,26.0,4.0,0,0,21.0,8.0,0.0,2.0,38.0,0.800528377424059,664
1,1,2,2,0,2010-11-29 19:39:31,2013-06-20 21:09:55,279.0,935,87.0,174.0,33.5,0,0,15.0,0.0,18.0,4.0,215.0,1.20440316450483,647
2,2,2,2,2,2014-08-28 13:27:09,2017-09-06 21:32:04,565.0,1106,99.0,202.0,4.0,0,0,8.0,0.0,0.0,0.0,557.0,0.915024129447388,978
